109,rcampbell9,"Introduction to Energy Sources, Practice I, Sociotechnical Info Systems, Illinois History"
133,rcameron6,"Chinese Thought and Culture, Real-Time Systems, Introduction to Medical Ethics, Introduction to Astronomy, Biostatistics in Public Health, Leadership Ethics & Society"
35,tmark7,"Principles Bus Comm, Microeconomics for Business, Intro to Computational Ling, Epidemics & Infectious Disease, LGBT Literature and Film, Power Electronics Laboratory"
40,tlane6,"Programming Studio, Introduction to Labor Studies, Aerospace Flight Mechanics, Polymer Chemistry, General Chemistry Lab I, Interdis Collab in Health Serv"
68,nherman3,"Food Processing Engineering, Intro to Political Behavior, Computer Systems & Programming"
142,hrobertson0,"Aerospace Numerical Methods, Freshman Orientation, Phys Activity Research Methods, History of American Education"
173,jsteward6,"Introduction to Shakespeare, Drugs, Brain and Behavior, Adv Clin Assess & Interviewing"
21,blopez5,"Child Language and Education, Intro to Computer Science II, Business Process Improvement, Physical Chemistry Principles, Religion, Violence & America, Health Comm Research Methods I"
55,jroman3,"Electron Microscopy, Human-Centered Product Design, Social Psych Methods Lab, Intro to TESL Methodology"
12,cguidry5,"Marketing in an Analog World, Intro to Applied Micro, The Comic Imagination, Honors Real Analysis, Introduction to NRES, Introduction to i-Health"
92,tmiller4,"Intro to Fiction-ACP, Electrochemical Methods, Literatures of the Displaced, Accelerated Chemistry Lab I"
82,jmaeda3,"Impacts of Globalization, Advanced Income Tax Problems, Applied Complex Variables"
32,jpratt5,"Constr Equipment and Methods, Statistics and Probability I, Financial Engineering, Power Electronics Laboratory, Film Production, Computer Security II"
134,asimmons2,"Undergraduate Open Seminar, World Archaeology, Motor Development and Control, Chicago: Planning & Urban Life"
52,rpatel8,"Sports Public Relations, Intro to VLSI System Design, Applied Aerospace Structures, Negotiation"
31,rpearson1,"Intro Tchg in a Diverse Societ, Persuasive Writing, Probability in Engineering Lab, Engineering Graphics & Design, Simulation"
141,gblount6,"Health Planning, Numerical Analysis, Sales Management, Relativity & Math Applications, Professional Resp Crim (Grad)"
60,sanguiano6,"Race, Politics, & Reproduction, Severe and Hazardous Weather, Killer Skies: Astro-Disasters, Media History, Topics In Writing Studies, Graph Theory"
51,khardwick9,"Advanced Distributed Systems, Tax Policy and Finan Planning, Introduction to Finance"
141,lmartinez5,"Intro to African American St, Development Economics, Graphic Design Capstone, Intro to General Phonetics"
138,rlynch2,"Intro to ALEC, Diversity, Leadership & Policy, Intro to Political Theory, Fundamentals of Env Sci, Financial Computing"
59,mmoss2,"Theory & Prct of Data Cleaning, Psychology of Race & Ethnicity, American Foreign Policy, Emergence of Life"
86,esimmons9,"Adv Small Group Communication, Intro to Combinatorics, Senior Honors Seminar, Behavior of Domestic Animals, Social Spaces"
129,colsen8,"Org Comm & Diversity, Intro to TESL Methodology, Data, Stat, Info, Sustainability and the City"
133,mhicks0,"Organismal & Evol Biol Lab, Conservation Principles Bioeng, Financial Engineering"
16,rmares5,"Essentials of Business Mgmt, Behavioral Economics, Smartphone Cinema, Undergraduate Seminar, School Social Work Practice, Introduction to Fashion"
140,dhadley7,"Mechanobiology, Residential Housing Design, Elementary Linear Algebra, Companion Animals in Society, Constructing Race in America"
77,sholmes5,"Corpus Linguistics, Sys & Integrative Physiology, Pet Food & Feed Manufacturing"
124,ejacob4,"Fostering Creative Thinking, GFX Global Sustainability Scho, Relativity & Math Applications, Deep Learning Theory, Bioengineering Professionalism"
137,bfilgo1,"Watershed Hydrology, Foundation Design Studio, Natural Language Processing, Special Topics, Sociology of Law, Bookbinding: Hist, Princ, Prac"
32,rflannagan0,"Commodity Price Analysis, Financing Emerging Businesses, Earthquake Engineering"
4,mrandazzo6,"Argumentation, Teaching Children Mathematics, Intro to Social Psych"
157,jabrams7,"Advanced Food Chemistry, Investments, Death & Dying"
39,keades4,"Actuarial Statistics II, Component Design, Advanced Data Analysis, Elder Law"
60,kwood7,"Linear Programming, Ceramic Materials & Properties, Medical Terminology, Numerical Methods for PDEs"
91,sbaldwin3,"Data Science & Python for Fin., E-Sports Foundations, Life Contingencies I, Strategic Operations Mgmt"
139,toneal4,"Personality and Soc Dev, Introduction to Plant Biology, Intro to Video Game Industry"
59,ccogswell4,"Comp Methods in Chemical Engr, Intro to Applied Econometrics, Quantitative Analysis Lab"
166,brapp3,"Brain, Learning, and Memory, Sportsmedia Technology Culture, Quantitative Methods in NRES"
25,jnoori2,"ABE Principles: Bioenvironment, Human Biological Variation, Freshman Honors, The Biology of Dinosaurs, Early Masterpieces West Cultur, Computer Systems Engineering"
149,jbradley6,"Control Systems, Biochemistry Senior Seminar, Operations Management, Intro to Political Science, Solid Mechanics I"
175,kglasser6,"Transnational Sexualities, Retirement & Benefit Planning, Health Disparities in the U.S."
177,jbryant0,"Loss Models, Numerical Methods in Economics, Randomized Algorithms, Climate and Global Change"
60,mmorales8,"Mobile Robotics for CS, Intro Bio Control Systems, Introduction to Materials Chem, Media and Public Opinion"
113,bdoering4,"Organization of Health Care, Health Behavior: Theory, Black Women in the Diaspora, Instrumental Chem Systems Lab, Intro to Abstract Algebra"
76,dfederick2,"Sports and Society Greece Rome, Mathematical Statistics I, Walking and Movement Wellness, Philosophical Foundations CS, Public Opinion, Zoo Animal Conservation Sci"
24,amontgomery3,"Introduction to Social Work, Modernist Lit and Culture, University Chorus, Power Electronics Laboratory"
94,ecrump0,"Adv Student Research Seminar, Natural Language Processing, Mathematical Methods II, Electronic Circuits, Energy Economics"
31,lfleek5,"Industrial Comp and Monopoly, Caribbean Latina/o Migration, Counseling Techniques"
62,rmeza0,"Creativity, Innovation, Vision, Economics of Taxation, Gov & Pol in Western Europe, Statistics Programming Methods"
138,yknudson3,"Writing on Technol & Security, Disability, Culture & Society, Engrg Transfer Orientation, Western Civ to 1660, Statistical Methods in Finance, Intro to TESL Methodology"
155,thubert4,"Working With Farm Animals, Quantitative Methods in NRES, Engrg Design Optimization, Digital Media & Marketing"
54,solsen7,"Intro to US Armed Forces, Data Science Discovery, Essentials of Business Mgmt, Society and the Brain, IC Device Theory & Fabrication, Intro to Diversity & Equity"
84,aarredondo5,"Music in Adolescence, Bookbinding: Hist, Princ, Prac, Illinois History"
44,nguidry8,"Fundamental Organic Chem I, Messaging Strategy, Horse's Role in Human History, Environmental Site Analysis, Learning on the Job, Entrepreneurship Thru Acquistn"
142,msimpson8,"Infl, Chng & Politics in Org, Materials and Construction Sys, Socialization and Development"
79,cligon0,"Earth's Physical Systems, Crop Sci Professional Develpmt, Pan Africanism, App Stat Mthds & Data AnlytcsI, Small Group Communication, Economic Statistics I"
72,dhelgeson5,"Queer Manga, Component Design, Medical Terms-GRK & LAT Roots, AV Materials Libs & Archives"
126,jjones4,"Ag & Env Photography, Sport Brand Management, Adv Organizational Comm"
96,lhoffmann1,"Intro to Public Policy & Law, Writing on Technol & Security, Music Theory and Practice II, Applying Data Analytics inACCY, Technical Systems in Agr, Torts"
178,msosa2,"Wildlife Population Ecology, Natural Precedent in Planting, Indian Cinema in Context, Cloud Computing Applications, Environmental Issues Today, College Physics: Mech & Heat"
10,amabry3,"Financial Modeling, Manga: Art of Image and Word, Environmental Writing, Family Conflict Management, Augmentative & Alt Comm"
18,tli5,"Principles of Taxation, App Stat Mthds & Data Anlytcs2, Medicine and Surgery III, Data, Stat, Info, Black Women in the Diaspora, Teaching and Leadership"
153,rcollins7,"Bioengineering Professionalism, Design Beyond Boundaries, Structure and Synthesis, Quantum Physics I"
57,rkuhls4,"Russia and Black America, Predictive Data Analytics, Intro to Differential Eq Plus, Employee Benefit Plans, Mechanics for MatSE, Park, Recreation & Environment"
182,mlooney6,"Education and Human Rights, Design of Engineering Alloys, Intro to General Phonetics, iSchool Explore, Engage, Devel"
22,dsimkins0,"Sportsmedia Technology Culture, Introduction to Robotics, Drug Use and Abuse, World Animal Resources, Technology Strategy"
182,crhoades5,"Incompressible Flow, Raw Materials for Processing, General Chemistry II, Algebra, Sports and Society Greece Rome"
6,gsauceda1,"Culture in the Classroom, Integration & American Sports, Gender Communication, Evol of Traits and Genomes, Biostatistics"
54,rbaker2,"Risk Management and Innovation, Social Work and the Law, Social Hist of Games & Gaming, Design for Six Sigma, Methods of Applied Statistics"
177,chalvorson5,"Cellular Physiology, Tchg Diverse Middle Grade Stu, Formal Software Devel Methods, Int Diplomacy and Negotiation, Post Tonal Theory, Vocab Building-GRK & LAT Roots"
160,bcamargo3,"Deep Learning Theory, Elements of Syntax, Food Processing Unit Ops I Lab, Bioenergy Technology, Electrical & Electronic Ckts"
69,tdelung7,"Strategic Models, Commodity Futures and Options, Univ Physics: Quantum Physics, Black Women Contemp US Society, Horse's Role in Human History"
30,rsmith7,"Assembly of Functional Materia, Solid Mechanics I, Digital Systems Laboratory"
17,abyford9,"Linguistic Diversity in the US, Topics in Internet of Things, Design Thinking, Health Services Financing, Industrial Org Psych"
37,mcook3,"Design Beyond Boundaries, Introduction to Insurance, Global Strategy, Mechanics for Technol & Mgmt"
108,pmiller6,"Org Fundamentals for HR, America's Republic, 1780-1880, Introduction to Landscape Arch, Law and Representation, Regression Analysis"
47,smick1,"Probability Theory, Gov & Pol in Western Europe, Doing Business in Japan, Lit of the Islamic World, Health Behavior: Theory, Stochastic Processes & Applic"
17,mpittman5,"Critical Thinking in Education, Design for Six Sigma, Queer Theory, Advanced Food Chemistry"
92,lsoliz3,"Organizational Health Comm, Biomedical Ethics, Technqs Biochem & Biotech, The Science of Food, Afro-American History to 1877, Principles of Nutrition"
127,kcoon0,"Managerial Accounting A, Intro Microbiology Laboratory, Assurance and Attestation, Computer Security I, General Speech Science"
133,abrookskennedy1,"Criminal Law, Data Science and Engineering, Adv Clin Assess & Interviewing, Popular Music Studies"
161,hloeza6,"Aural Rehab Children to Adults, Smartphone Cinema, Comp Tools Bio Data, Race, Gender, and Info Tech, Machine Learning in Finance, Industrial Org Psych"
5,sdavis9,"Intl Trade in Food and Agr, Infl, Chng & Politics in Org, App Stat Mthds & Data AnlytcsI, Medical Terms-GRK & LAT Roots"
67,pguido8,"Linguistics for Classrm Teach, Constructing Race in America, Metadata in Theory & Practice, Finan Plan for Professionals, Advanced Bayesian Modeling"
51,tnewman7,"Seminar in Cognitive Science, Mathematical Methods I, Women in the Economy, Linear Programming, Human Biological Variation, Intro to Computer Science II"
117,mswiney0,"Intro to Mediated Comm, Aerospace Systems Design I, The Sounds of Spanish"
62,rhaynes0,"Monetary Economics and Policy, Intro to Sport Psychology, IT for Networked Organizations, Intro to Intercultural Comm, Advanced Inorganic Chemistry, Drug Use and Abuse"
89,dwolf0,"Data Toolkit, Designing and Managing Orgs, Aerospace Numerical Methods, Literatures of the Displaced"
115,splymel9,"Marketing Management, Design Communications I, Integration & American Sports, Intro Latina/Latino Studies"
118,jfarias4,"DGS Honors Seminar, Information Modeling, Cities: Planning & Urban Life"
152,grich2,"Religion & Society in West II, Theories of Psychotherapy, Database Design & Prototyping, Introduction to Dietetics, Living the Law"
131,bstewart2,"Introduction to Communication, Amer Race&Ethnicity ClasicTrad, Black Music, Stoch Proc for Fin & Insurance, Multimedia Reporting"
45,mbratcher4,"Introduction to Bioinformatics, Asst & Mgmt of Dysphagia, Descriptive English Grammar, Advanced Organic Synthesis, Digital Documentary Publishing"
140,tweltha1,"History of Theatre I, Grainger Engr: Designed by You, Principles of Blockchains, Agriculture in Mythology"
115,adawson3,"Structural Engineering, Intro Asian American Studies, Adv Public Affairs Reporting"
175,jmarkham5,"Internet of Things, Public School Policy/Services, Employee Comp & Incentives, Evol of Traits and Genomes, Cellular Biomechanics"
47,cdiamond6,"Neurosci of Eating & Drinking, Relationships in Acting I, High-Speed Rail Engineering, Intro to Intl Relations-ACP, Strategic HRD, Freshman Honors"
10,kbennett5,"Spanish Composition, Agricultural Marketing, Data Mining Principles, Criminology"
136,ccorry3,"Storytelling & Transformation, American Art, Trustworthy Machine Learning, Illinois History, The Biology of Dinosaurs"
68,jrhim5,"Structural Analysis, Mentoring in Education: Mentee, Finance Academy, Sales Management"
100,abounds4,"Intro to Poetry, Computational Mechanics, Mechanical Design II, Leadership Communications, Technology Strategy, Environmental Law"
100,mhinton8,"Population Genetics, Global Business, Intro Partial Diff Equations, Animal Nutrition"
172,ecraven5,"Assessing Student Performance, Counter-Terrorism Law & Policy, Global History, Family Conflict Management"
70,csmith3,"Global Youth and Citizenship, Construction Engineering, Water Resources Engineering, Writing for Public Relations"
75,mwarren3,"Bilingualism, The Science of Food, Aerospace Dynamical Systems, Pathobiology III, Business in Action"
59,tbutler5,"The Art of Web Programming, Automotive Design Projects-DES, Food, Culture, and Society"
108,btosten4,"Intro Hist of World Arch, Biomaterials and Nanomedicine, Communicating with Data"
89,bmarcial5,"Decision Analysis I, Intro to Public Policy, Fundamental Mathematics, Animal Ethics"
102,rstcharles4,"Instruc Strat Tech Info Prof, Topics in Software Engineering, Biochemical Engineering, Intro Asian American Studies, Introduction to Museums"
117,wworkman1,"Taxation of Bus Entities B, Quantum Physics I, Special Research Problems, Learning on the Job, Financial Markets, Principles of Language Testing"
8,lgagne3,"Modern Masterpieces West Cultr, Field Experience in i-Health, Introduction to Biophysics"
39,scannon5,"Intro to Abstract Algebra, Finite Element Analysis, Strategic Innovation"
152,mpaquette9,"Nightmares of Nero, Educational Psychology, Social Psych in Society Lab"
40,bmitchell9,"Strategic Management, Applied Econometrics for Micro, Advanced Computer Security, Audio Computing Lab, Cell & Tissue Engineering Lab"
72,hwilliams5,"Parallel Programming, Civil Procedure, Child Fam with Special Needs, ABE Principles: Bioprocessing, GFX Leadership Scholars, HR Planning and Staffing"
65,remery3,"Solar System and Worlds Beyond, Adv Organizational Comm, Global Biosecurity"
120,avargas8,"Topics in Film and History, Plant Systematics, Human Development and RST, Sociology of Gender"
138,fthrope8,"The Sandage Project, Comm Technology & Society, Applied Soil Mechanics, Journalism Ethics & Diversity, Arch History 1850-Present"
68,arall6,"Design Beyond Boundaries, Dynamics of Mechanical Systems, Public Opinion, Leading Prof Orgs & Comm, Polymer Science & Engineering"
113,eschubert2,"Intl Trade in Food and Agr, Chemical Kinetics & Catalysis, Forage Crops & Pasture Ecology, Psychophysiology in Ex & Sport"
175,iwagner8,"Genomics and Human Health, Social Psych in Society Lab, Mythology of Greece and Rome"
29,mlobendahn7,"Professional Ethics in Educ, Global Ineq and Social Change, Thermal-Mech Behavior of Matls, Atomic Phys & Quantum Theory, Ice Skating, Exp Techniqs in Cellular Biol"
139,jstraight6,"Systems Analysis and Design, Animal Biology, Fostering Creative Thinking, Pricing Strategy, Environmental Law"
73,lmills6,"Strategic Media Management, Mergers and Acquisition, Intro to VLSI System Design, Design Beyond Boundaries, Digital Marketing Analytics, Systems Analysis and Design"
125,ssowell6,"Geotechnical Engineering, Global Strategy, Introduction to Crop Sciences, Sexualities, Taxation of Bus Entities B, Non Euclidean Geometry"
33,aruse0,"Assessment/Eval in Music Ed, Medical Terminology, Grilling and BBQ Science, Visual Politics, Introductory Fluid Mechanics"
140,lholcomb1,"Structures & Control Lab, EM Waves & Radiating Systems, Watching the Environment, Dynamics of Mechanical Systems, Animal Law"
57,rrempel5,"Data Science Exploration, Diversity in Higher Education, Elementary Korean I, Vegetable Gardening, Renewable Energy Systems, Global Biosecurity"
24,rreyes2,"Civil War and Reconstruction, Modeling App's Finan Plan, Research Design Info Sciences, Exploring Paris, Anthro in a Changing World, Organizational Health Comm"
8,mdostie9,"Organizational Health Comm, Fict & Historical Imagination, Representing the Holocaust, Computer Organization & Design, Spatial Analysis, Physical Chemistry II"
80,bswanson0,"Physical Organic Chemistry, Integration & American Sports, Cell & Molecular Neuroscience, Applying Data Analytics Mrktg, Diversity: Identities & Issues"
66,pobrien8,"Stat Reinforcement Learning, Interm. Applied Microeconomics, Aerospace Systems Design I"
131,jwoods7,"Fields and Waves I, Hidden World of Engineering, Race & Digital Studies"
90,jruss0,"Program for Info Problems II, Leadership Communications, Materials in Nuclear Engrg"
13,esimons9,"Representation, Advanced Orbital Mechanics, Native Plant ID and Floristics, Close Relationships"
4,crojas6,"Ethics and Engineering, Int Personal Fin & Estate Plan, Public Information Campaigns, Exercise & Health Psychology, The American Family, Social Marketing"
147,ccarlson2,"Social Innov for Global Chllgs, Research Methods in Journalism, AdS/QFT Correspondence"
88,eerwin9,"Indian Cinema in Context, Poverty in a Global Context, Learning Environments I, Mgmt and Organizational Beh"
74,bhardy7,"The US Constitution II, International Business, Real Estate Investment, Business Analytics II, Compar Employ Relations System"
109,esykes9,"Collaborative Leadership, Science of Fermented Foods, Health Behavior: Theory, Infl, Chng & Politics in Org, Biomedical Instrumentation, Business Intelligence"
102,frufe2,"Volleyball, Living the Law, American Art, Decision Analysis I, Civil War and Reconstruction"
29,colive0,"Race & Digital Studies, Sustainable Design Principles, Health Behavior: Theory, Companion Animal Nutrition, Integration & American Sports, White Collar Crime (ONL)"
135,wgreen4,"Computer Systems Engineering, Cloud Networking, Prof Soft Skills I, Construction Planning, Introduction to Statics, Creativity, Innovation, Vision"
46,lgonzales1,"Race and Environmental Biology, Intro to GIS Systems, US Border Lit and Cultures, Livestock Biostatistics, Social Visualization, Engrg Design Optimization"
20,gconditt8,"Tchg and Assessing Sec Sch Stu, Evolution and Human Disease, Text Information Systems, Ethical Issues in RST, Psychopharmacology, Child Language and Education"
163,cgonzalez8,"Steel Structures II, Human Anat & Physiol Lab II, Intro to Contemporary Dance, Life With Animals and Biotech, RST In Modern Society, Global Business Capstone"
48,jelizondo3,"Intro to General Phonetics, Advanced Inorganic Chemistry, Asian American Youth in Film, Ceramic Materials & Properties, Intro to Research Methods, CyberGIS & Geospatial Data Sci"
49,jharriman5,"Introduction to Sociology, Marketing in RST, Introduction to Robotics, Corporate Finance"
177,rbarnett5,"Process Control and Dynamics, iSchool Explore, Engage, Devel, Momentum and Heat Transfer"
62,eburns0,"Statistical Modeling in R, Energy Systems, HBSE I: Human Development"
163,mmills6,"Electrochemical Engineering, Introductory Biochemistry, Senior Design Project"
146,cspencer8,"Econometric Analysis I, History of Ag in IL Since 1860, Intro Global Markets & Society, Risk Mngmt in Personal Fin Pla, Designing and Managing Orgs"
32,hdolejsi2,"Microeconomics for Business, Intro to Digital Learning Env, Race & Digital Studies, Economic Systems in Africa"
111,aboyer1,"Intro to DA Apps in Bus, White Collar Crime (ONL), Introduction to Archaeology, Linguistics for Classrm Teach, Intl Trade in Food and Agr, Cellular Biomechanics"
175,mpatterson1,"Intro to Intercultural Comm, Lin Algebra & Financial Apps, Media and Public Opinion"
171,afinch4,"Intro to Poetry, Health Administration, Introduction to Game Theory, Social Inequality and Planning, Database Design and Management, Product Innovation"
71,mlardner9,"Ethical Issues in RST, High-Perf Geospatial Computing, Leading Prof Orgs & Comm, Database Systems, Hearing Health and Society, Intro to Language Science"
49,spatterson8,"Global Perspectives-Pre-Depart, Cell & Molecular Neuroscience, Introduction to Energy Sources, Thermodynamics"
116,rnoonan7,"Partnership Income Taxation, Images of the Other, Public Relations Strategies"
150,wdabney8,"BHWELL Field Seminar, Social Psych in Society Lab, Microbial Pathogens Laboratory, Sustainable Design Eng Tech"
37,svanausdal5,"Quantitative Finance II, Taxation of Bus Entities B, Senior Design I"
97,aguerrero5,"Int'l Environmental Policy, Design for Social Impact, Global History"
94,lknight2,"Globalizing Educational Policy, Writing Lit, Text & Culture, Intro to Human Development, Atomic Scale Simulations, Global Business Perspectives"
78,gmcdaniel7,"Intro to Asian Am Pop Culture, Small Group Communication, GFX Leadership Scholars, Taxation of Bus Entities B, Ecology and Human Health, Symbolic Logic"
1,rhowell0,"Classic Campaigns, Electronic Circuits, Organizational Psych, Sampling and Categorical Data, Psychopathol & Probs in Living, Companion Animals in Society"
174,rlatta1,"Computer Organization & Design, Introduction to NRES, Process Control and Dynamics, Info Org and Access, Senior Capstone Seminar, Electronic Materials II"
176,jluna7,"Disability, Culture & Society, Urban Ecology and Agriculture, Teen Materials, Theory of Interest, Sexual Communication, Power Electronics"
5,jzaldivar4,"Industrial Org Psych, Human Development and RST, Disciplinary Literacy, Thermodynamics, Pan Africanism, Environmental Issues Today"
121,jhauff6,"Evolutionary Immunology, Health Behaviors & Cognition, Business Process Modeling, Food Ingredient Technology, Context Intl Interventions"
25,ewright3,"Men's Glee Club, Bioinformatics, Global Agribusiness Management, Corpus Linguistics, Management in RST"
103,cjackson7,"Exp Techniqs in Molecular Biol, Sportsmedia Technology Culture, Urban Informatics II"
167,mkeena0,"Process Control and Dynamics, Microcomputer Applications, Intro to Computer Science"
131,bking5,"Intro to ALEC, Process Management, Equity Issues in Spec Educ, Biochemical Nutrition I"
102,kmendez0,"Int'l Environmental Policy, Biosensors, Intro to Computer Science, Fundamentals of Accounting, Health Behaviors & Cognition, Introduction to Comics"
170,dswaney2,"Soil Fertility and Fertilizers, Quant Reasoning Spch Hear Sci, Media History, Archaeology of Israel"
13,dpatel6,"Strat. Analytics & Data Visual, Family Communication, Constructing Race in America, Structure and Function III"
58,jlambert9,"Introduction to NRES, Deep Learning, Environmental Issues Today, Families and the Law, Counseling Techniques, Race, Class, Gender & Work"
34,mcampbell3,"Evol of Traits and Genomes, Robot Dynamics and Control, Introduction to Anthropology, Database Design and Management, The US Supreme Court"
11,ejohnson7,"Polymer Physics, Biomedical Data Analysis, Data Science for Geosciences, Financial Modeling, American Race and Ethiniciy Cl"
151,fwilde6,"Lang Varieties,Cult,& Learning, Random Processes, Honors Real Analysis, Auditing & Assurance Standards, Safety Anlys Nucl Reactor Syst, Reliability Engineering"
22,vpenrod2,"Business Intelligence, Cognitive Neuroscience, Applied Neuroscience, Communication and Aging, Image & Video Processing, HR Management and Strategy"
86,lbowling9,"Thermodynamics of Materials, Spanish in the Professions, Technical Communication, Race and Ethnicity, Curr Dev for the 21st Century, Human Animal Interactions"
4,sgray2,"Negotiation Prin in HR Context, The Qur'an (Koran), Introductory Biochemistry"
101,mgiardina7,"Afro-American History to 1877, The Global Food Production Web, Phases and Phase Relations, Sociology of Gender"
151,vstamp7,"Lactation Biology, Leadership in Health, Monetary Policy"
81,emilburn6,"Economics of Human Resources, Art and Power in 17th c Europe, Entrepreneurship, Plng & Design of Struct Sys, Human Biological Variation"
162,rbryson7,"Food Processing Engineering, Statistical Computing, Materials in Today's World"
134,dedenfield2,"Artificial Intelligence, Advanced Distributed Systems, Quantitative Finance II"
121,cwills8,"Plant Physiology, History of American Education, Autonomous Systems Lab, Race and Cultural Diversity, Structure and Function III, Intro to Aerospace Engineering"
95,cdavis2,"Gender Communication, Surfaces and Colloids, Introduction to Fashion, Assessment for Learning, Smartphone Cinema, Monetary Economics and Policy"
61,cdiana8,"Intro to GIS Systems, Honors Uncommon Reads, Health Comm Research MethodsII, Advanced Marketing Management"
16,tclark9,"Water Relations in Foods, Microeconomic Principles, Algorithmic Mkt Microstructure"
122,mbell1,"Disability in RST, Incompressible Flow, Child Neurodev Disorders, Middle East Since World War I"
123,tmiller2,"Motor Development and Control, East Asian Civilizations, School and Society, Adult Development, Computational Mechanics, Communicating Public Policy"
4,lwaldeck0,"Algorithms, Topics in Internet of Things, Memory and Amnesia, The History of Music I"
15,bgore6,"Executive Compensation, Univ Physics: Thermal Physics, Condensed Matter Physics I, Stuttering: Theory & Practice, Stat Analyses for Accountancy, Muslims in America"
54,tsell8,"Political Sociology, Optimiz by Vector Space Methds, Statistics in Chemical Engrg"
6,cscott9,"Teen Materials, Viennese Classical 18th c, Accelerated Chemistry I"
174,mwierzbicki9,"Racial and Ethnic Families, Bilingualism, Unit Operations Laboratory, Statistics in Chemical Engrg, Digital Business & IT Strategy, Audience Analysis"
106,rparish6,"Rhetoric of Theatre, Companion Animal Nutrition, Air Pollution to Global Change, Software Engineering I, Storytelling as Oral Comm"
